Id,Content
Main_LahaiRoi_YXBLDHJ_105_4,Cô ấy hỏi tôi sẽ làm gì nếu ở vào vị trí của cô ấy.
Main_LahaiRoi_YXBLDHJ_105_5,Tôi đã nói với cô ấy rằng tôi sẽ làm mọi thứ trong khả năng để không hề hối tiếc.
Main_LahaiRoi_YXBLDHJ_105_6,Nhưng tôi có thể nói điều đó từ kinh nghiệm thoải mái của mình.
Main_LahaiRoi_YXBLDHJ_105_7,"Có phải cô ấy đã liên lạc với bạn sau đó không, {PlayerName}?"
Main_LahaiRoi_YXBLDHJ_105_8,Chưa có.
Main_LahaiRoi_YXBLDHJ_105_9,Tôi không biết giờ cô ấy thế nào rồi.
Main_LahaiRoi_YXBLDHJ_105_10,Chắc hẳn điều đó đã khiến cô ấy rất đau lòng.
Main_LahaiRoi_YXBLDHJ_105_11,Có lẽ cậu nên đến gặp cô ấy.
Main_LahaiRoi_YXBLDHJ_105_12,"Cô ấy đã dành quá nhiều thời gian để cố sống theo kỳ vọng của người khác, đến nỗi quên mất mình cần đối diện với chính mình trước tiên."
Main_LahaiRoi_YXBLDHJ_105_13,Và đó là một loại dũng khí khác.
Main_LahaiRoi_YXBLDHJ_105_14,"Đặc biệt khi ""cô ấy"" chính là ""<te href=800035>con mắt</te>"" của cơn lốc phía Bóng Tối."
Main_LahaiRoi_YXBLDHJ_105_15,Vậy là đã xác nhận rồi à?
Main_LahaiRoi_YXBLDHJ_105_16,Vâng. Mornye đã xác nhận rằng tần số bất thường trùng khớp với Tacet Discord mà bạn đã gặp. Đó chính là nguồn gốc.
Main_LahaiRoi_YXBLDHJ_105_17,Giờ thì cuối cùng chúng ta cũng có thể kéo cái bóng ấy ra ánh sáng.
Main_LahaiRoi_YXBLDHJ_105_18,"Chính xác. Nó đã nói với Sigrika rằng cô ấy sẽ luôn trở lại. Để điều đó xảy ra, nó sẽ phải đưa ra một câu đố mới."
Main_LahaiRoi_YXBLDHJ_105_19,Còn lại thì giờ là việc của Sigrika.
Main_LahaiRoi_YXBLDHJ_105_20,…Nhìn kìa. Ngay cả nhân vật chính của bộ phim này cũng chọn quay về nơi mọi chuyện bắt đầu.
Main_LahaiRoi_YXBLDHJ_105_21,"Sau tất cả những gì cô ấy đã trải qua, cô vẫn chọn đối mặt với điều mà trước đây cô từng bỏ chạy."
Main_LahaiRoi_YXBLDHJ_105_22,"Một kết thúc thích đáng, cậu không nghĩ vậy sao?"
Main_LahaiRoi_YXBLDHJ_105_23,"Lucilla mời bạn đi xem phim cùng cô ấy.
Cô ấy lại nhắc đến tình hình của Sigrika và xác nhận rằng những Phản Chiếu cùng Tacet Discord mà bạn từng gặp ở Dark Side chính là nguyên nhân thực sự của sự cố."
Main_LahaiRoi_YXBLDHJ_106_1,"Bộ phim hay thật đấy, phải không?"
Main_LahaiRoi_YXBLDHJ_106_2,Thật thú vị.
Main_LahaiRoi_YXBLDHJ_106_3,"Xin lỗi, tôi đã không chú ý lắm..."
Main_LahaiRoi_YXBLDHJ_106_4,Tôi rất vui.
Main_LahaiRoi_YXBLDHJ_106_5,Thật tiếc là tôi không còn vé dự bị để xem lại lần nữa.
Main_LahaiRoi_YXBLDHJ_106_6,"Lần tới, chúng ta có thể thử thứ gì đó thuộc thể loại khác."
Main_LahaiRoi_YXBLDHJ_107_1,"{PlayerName}, Nhà Tiên Tri vừa đưa ra một câu đố mới."
Main_LahaiRoi_YXBLDHJ_107_2,Tôi sẽ trông cậy vào bạn để lần này là lần cuối.
Main_LahaiRoi_YXBLDHJ_108_1,Một câu đố mới vừa xuất hiện… Tôi nên báo cho Sigrika biết.
Main_LahaiRoi_YXBLDHJ_109_1,Một câu đố mới...
Main_LahaiRoi_YXBLDHJ_109_2,"Sigrika, Nhà Tiên Tri, vừa đưa ra một câu đố mới."
Main_LahaiRoi_YXBLDHJ_109_3,Tôi sẽ đi kiểm tra xem sao.
Main_LahaiRoi_YXBLDHJ_109_4,Tôi sẽ đi kiểm tra xem sao.
Main_LahaiRoi_YXBLDHJ_110_1,(Không có hồi âm từ cô ấy... chắc mình sẽ tự đi gặp Nhà Tiên Tri trước vậy.)
Main_LahaiRoi_YXBLDHJ_111_1,Đàn anh.
Main_LahaiRoi_YXBLDHJ_111_2,Bạn đã đến.
Main_LahaiRoi_YXBLDHJ_111_3,Ừm.
Main_LahaiRoi_YXBLDHJ_111_4,Gần đây tôi đã nói chuyện với rất nhiều người.
Main_LahaiRoi_YXBLDHJ_111_5,Lynae đã kể cho tôi nghe về quá khứ của cô ấy và cảm giác lạc lõng trước khi đến Startorch.
Main_LahaiRoi_YXBLDHJ_111_6,Nhưng giờ cô ấy đã hạnh phúc với cuộc sống ở đây rồi.
Main_LahaiRoi_YXBLDHJ_111_7,"Giáo sư Lucilla đã nói rằng dù có chuyện gì xảy ra, bà vẫn tin tôi có thể đối mặt với nó. Tôi không đơn độc trong chuyện này. Có bạn, có bà ấy, có Tiến sĩ Luuk… không ai trong chúng ta sẽ để phe Hắc Ám hủy hoại Học viện."
Main_LahaiRoi_YXBLDHJ_111_8,Và Denia... Cô ấy chỉ bảo tôi bỏ hết mọi thứ đi để cuộc sống dễ dàng hơn. Đó chỉ là cách cô ấy quan tâm thôi.
Main_LahaiRoi_YXBLDHJ_111_9,"Và cậu, Senior... Tôi vẫn nhớ từng lời cậu đã nói với tôi."
Main_LahaiRoi_YXBLDHJ_111_10,"Tất cả những lời của bạn đều quý giá như vàng... Tôi đã giữ chúng bên mình, suy ngẫm mãi."
Main_LahaiRoi_YXBLDHJ_111_11,"Nếu chính tôi đã khiến Bóng Tối trở nên như thế này, thì quay lại giải những câu đố kia chẳng phải chính là điều Fractsidus mong muốn sao?"
Main_LahaiRoi_YXBLDHJ_111_12,"Nhưng nếu tôi dừng lại bây giờ, liệu ""con mắt"" của cơn xoáy sẽ tìm đến ai khác, rồi giam cầm họ như cách nó đã nhốt tôi ở Bóng Tối?"
Main_LahaiRoi_YXBLDHJ_111_13,"Mỗi câu đố này... đều là tấm gương phản chiếu nỗi sợ hãi và sự nghi ngờ của chính ta. Ta nên chạy trốn khỏi tất cả, hay đối mặt với ""bản thân"" ở Bóng Tối?"
Main_LahaiRoi_YXBLDHJ_111_15,"Tôi vẫn chưa biết câu trả lời. Nhưng... tôi vẫn ở đây. Thật khó hiểu, phải không?"
Main_LahaiRoi_YXBLDHJ_111_16,Tôi rất vui vì bạn đã đến.
Main_LahaiRoi_YXBLDHJ_111_17,Bạn đã thực hiện một bước quan trọng.
Main_LahaiRoi_YXBLDHJ_111_18,Tôi muốn tự mình tìm ra câu trả lời.
Main_LahaiRoi_YXBLDHJ_111_19,Vậy thì hãy xem câu đố nói gì nào.
Main_LahaiRoi_YXBLDHJ_111_20,"Didi, đưa tớ câu đố mới đi."
Main_LahaiRoi_YXBLDHJ_111_21,"Để giải câu đố này, trước tiên... dididi..."
Main_LahaiRoi_YXBLDHJ_111_22,"Không, Didi. Đưa nó cho tôi thôi."
Main_LahaiRoi_YXBLDHJ_111_23,Chỉ có một dòng trên đó...
Main_LahaiRoi_YXBLDHJ_111_24,"""Hãy đi ngay. Đến nơi bắt đầu của những cuồng hoan, và đối diện với trái tim chân thật của ngươi."""
Main_LahaiRoi_YXBLDHJ_111_25,Sự cuồng loạn...
Main_LahaiRoi_YXBLDHJ_111_26,Nó chắc là Lễ Hội Mặt Trời Mới.
Main_LahaiRoi_YXBLDHJ_111_27,Vậy là bắt đầu rồi... chắc hẳn đây là lối vào địa điểm tổ chức lễ hội?
Main_LahaiRoi_YXBLDHJ_111_28,Đi xem thử thôi.
Main_LahaiRoi_YXBLDHJ_111_29,"Cậu cùng Sigrika đến Nhà Tiên Tri để giải đáp câu đố cuối cùng.
Sau vài ngày ngồi suy ngẫm, Sigrika cuối cùng cũng chia sẻ những gì cô cho là câu trả lời.
Bạn quyết định cùng nhau đối mặt với xoáy nước ở Dark Side."
Main_LahaiRoi_YXBLDHJ_112_1,"Nhìn kìa, biểu tượng phép thuật ở ngay kia."
Main_LahaiRoi_YXBLDHJ_113_1,Có cảm thấy lo lắng không?
Main_LahaiRoi_YXBLDHJ_113_2,Hơi chút.
Main_LahaiRoi_YXBLDHJ_113_3,Bài đố cuối cùng này nói rằng ta phải đối diện với trái tim chân thật của chính mình.
Main_LahaiRoi_YXBLDHJ_113_4,Nhưng… nó sẽ trông như thế nào? Những thất bại của tôi? Cái giá của việc bỏ chạy? Hay có lẽ…
Main_LahaiRoi_YXBLDHJ_113_5,Tôi không biết. Vậy thì…
Main_LahaiRoi_YXBLDHJ_113_6,Bạn không cô đơn.
Main_LahaiRoi_YXBLDHJ_113_7,"Nhìn tôi này, tiền bối."
Main_LahaiRoi_YXBLDHJ_113_8,"Nếu đến mức đó, nhớ đánh thức tôi dậy nhé?"
Main_LahaiRoi_YXBLDHJ_113_9,"Được rồi, đến lúc đi thôi. Ba… hai…"
Main_LahaiRoi_YXBLDHJ_113_10,Một...
Main_LahaiRoi_YXBLDHJ_113_11,Cười lên nào!
Main_LahaiRoi_YXBLDHJ_113_12,"Bạn tìm thấy biểu tượng cửa vào. Sigrika hít một hơi, lấy lại bình tĩnh, rồi cả hai cùng bước trở lại Bóng Tối."
Main_LahaiRoi_YXBLDHJ_133_1,Đàn anh!
Main_LahaiRoi_YXBLDHJ_134_1,Bạn ổn chứ?
Main_LahaiRoi_YXBLDHJ_134_2,Bạn cảm thấy thế nào rồi?
Main_LahaiRoi_YXBLDHJ_134_3,"Cảm ơn, tiền bối."
Main_LahaiRoi_YXBLDHJ_134_4,"Khi nhắm mắt lại, tôi vẫn nghe thấy những hy vọng mà mọi người dành cho mình. Nhưng ngoài ra, tôi còn nghe thấy điều khác nữa. Đó là tiếng cười và tiếng reo hò của họ."
Main_LahaiRoi_YXBLDHJ_134_5,Nó lấp lánh như vàng rắc ánh sao. Nó bảo tôi...
Main_LahaiRoi_YXBLDHJ_134_6,...Mọi người đều rất thích buổi lễ kỷ niệm này.
Main_LahaiRoi_YXBLDHJ_134_7,Tôi nghĩ đó chính là đáp án cho câu đố cuối cùng.
Main_LahaiRoi_YXBLDHJ_134_8,Tôi nghĩ đã đến lúc phải dùng đến viên kẹo đặc biệt rồi.
Main_LahaiRoi_YXBLDHJ_134_9,Đây có phải là... Rainbow Bean Pop Rocks không?
Main_LahaiRoi_YXBLDHJ_134_10,Với công thức cải tiến. Chưa có mặt trên thị trường.
Main_LahaiRoi_YXBLDHJ_134_11,Vậy người tạo ra những thứ này là—?
Main_LahaiRoi_YXBLDHJ_134_12,Suỵt... Bí mật nhỏ của chúng ta nhé.
Main_LahaiRoi_YXBLDHJ_134_13,"Lại kẹo nữa hả, Dr. Luuk? Tôi sẽ tịch thu số thừa đấy."
Main_LahaiRoi_YXBLDHJ_134_14,"Xuất sắc, cả hai. Cơn lốc ở Mặt Tối gần như đã biến mất, và chúng ta đã giành lại quyền kiểm soát truy cập từ Tacet Discord đó."
Main_LahaiRoi_YXBLDHJ_134_15,(Không hoàn toàn...?)
Main_LahaiRoi_YXBLDHJ_134_16,"Hiện tại, cứ tận hưởng bữa tiệc đã."
Main_LahaiRoi_YXBLDHJ_134_17,Sigrika! Ở đây này! Chisa đang đạt kỷ lục mới đấy!
Main_LahaiRoi_YXBLDHJ_134_18,"Đến đây! Cậu phải thử cái này đi, Lynae—đó là kẹo Rainbow Bean Pop Rocks mới đấy!"
Main_LahaiRoi_YXBLDHJ_134_19,{PlayerName}.
Main_LahaiRoi_YXBLDHJ_134_20,Trò chơi của Kiến Trúc Sư Vĩ Đại vẫn chưa kết thúc.
Main_LahaiRoi_YXBLDHJ_134_21,Vâng. Vẫn còn nhiều bóng tối cần phải giải quyết.
Main_LahaiRoi_YXBLDHJ_134_22,"Đàn anh ơi, chúng tôi ở đây!"
Main_LahaiRoi_YXBLDHJ_134_23,Giờ hãy đi đi.
Main_LahaiRoi_YXBLDHJ_134_24,"Đây có một con chim trắng! Tôi đã thấy nó vài lần rồi, nhưng không có bất kỳ ghi chép nào về nó. Chắc chắn đây là một loài mới!"
Main_LahaiRoi_YXBLDHJ_134_25,"Này, tiền bối... nhìn qua đây nào."
Main_LahaiRoi_YXBLDHJ_134_26,Ba... hai... một...
Main_LahaiRoi_YXBLDHJ_134_27,Cười lên nào!
Main_LahaiRoi_YXBLDHJ_134_28,"Bạn giải quyết vấn đề xoáy nước và rời khỏi Mặt Tối của Học viện. Có thể vẫn còn vài gợn sóng sót lại, nhưng mối nguy thực sự đã qua. Ít nhất là lúc này, bạn có thể tận hưởng một đêm yên tĩnh."
Main_LahaiRoi_YXBLDHJ_135_1,Gần xong rồi! May mà hai cậu đến giúp.
Main_LahaiRoi_YXBLDHJ_135_2,Dễ ợt! Có gì cứ gọi tớ nhé.
Main_LahaiRoi_YXBLDHJ_135_3,Và tôi.
Main_LahaiRoi_YXBLDHJ_135_4,Các cậu đang làm gì vậy?
Main_LahaiRoi_YXBLDHJ_135_5,"{PlayerName}! Đến thật đúng lúc! Đây, cậu nhận lấy cái này đi."
Main_LahaiRoi_YXBLDHJ_135_6,Cái gì đây?
Main_LahaiRoi_YXBLDHJ_135_7,Đây là vé lưu niệm cho Lễ Hội Mặt Trời Mới.
Main_LahaiRoi_YXBLDHJ_135_8,"Lễ kỷ niệm chính thức kết thúc rồi. Năm nay chúng ta không tổ chức lễ cầu nguyện ""Kho Báu Minerva"", nên Hội Học sinh đã làm những thứ này thay thế. Isla muốn mọi người đều có thứ gì đó để lưu giữ kỷ niệm về sự kiện này."
Main_LahaiRoi_YXBLDHJ_135_9,"Denia đáng lẽ phải phát chúng rồi, nhưng cô ấy đã nghỉ vài ngày. Lạ thật, Nivora cũng đang nghỉ phép. Không biết họ có hẹn nhau không..."
Main_LahaiRoi_YXBLDHJ_135_10,"Có quá nhiều việc phải làm, ngay cả với những nhiệm vụ đơn giản này. Thật may vì có sự giúp đỡ của bạn."
Main_LahaiRoi_YXBLDHJ_135_11,Chẳng có gì đâu. Thực ra tôi đến đây để tìm một địa điểm xây dựng lại thiết bị rang đa hình chu trình nhiệt tổng hợp đó.
Main_LahaiRoi_YXBLDHJ_135_12,"Thật tiếc là không có cái nào cả. Nếu có sự kiện tương tự lần sau, tôi sẽ ước thử nghiệm vài thiết bị mới ở Học viện."
Main_LahaiRoi_YXBLDHJ_135_13,Ước nguyện à… Tôi cũng có một điều ước!
Main_LahaiRoi_YXBLDHJ_135_14,Bạn có điều ước mới à?
Main_LahaiRoi_YXBLDHJ_135_15,Có phải để chụp lại gương mặt của một loài chim nào đó không?
Main_LahaiRoi_YXBLDHJ_135_16,Ước nguyện của tôi là—
Main_LahaiRoi_YXBLDHJ_135_17,"Heh, giờ tôi vẫn giữ bí mật đã! Cậu sẽ biết nó là gì khi nó thành hiện thực thôi."
Main_LahaiRoi_YXBLDHJ_135_18,"Từ khi nào cậu học được trò trêu chọc người khác thế hả, Sigrika?"
Main_LahaiRoi_YXBLDHJ_135_19,Hãy coi đó như một câu đố! Một số điều ước tốt hơn là nên giữ riêng cho mình... cậu không nghĩ vậy sao?
Main_LahaiRoi_YXBLDHJ_135_20,"Tôi muốn biết ngay bây giờ. Chisa, bắt cô ta đi!"
Main_LahaiRoi_YXBLDHJ_135_21,Có rồi!
Main_LahaiRoi_YXBLDHJ_135_22,Này! Không được gian lận!
Main_LahaiRoi_YXBLDHJ_135_23,"Được bao quanh bởi tiếng cười và những nụ cười rạng rỡ của tuổi trẻ, buổi lễ ngắn ngủi này khép lại một cách nhẹ nhàng, cùng với chương này trong hành trình của bạn."
Main_LahaiRoi_YXBLDHJ_136_43,Tôi vẫn nghĩ chúng ta nên cho cô ấy biết kế hoạch của mình. Cậu biết cô gái đó khao khát sự công nhận đến mức nào mà.
Main_LahaiRoi_YXBLDHJ_136_44,Chúng ta có thể. Nhưng không phải khi cô ấy đang như thế này.
Main_LahaiRoi_YXBLDHJ_136_45,"Bạn từng nói cô ấy thiếu tự tin, bác sĩ Luuk à."
Main_LahaiRoi_YXBLDHJ_136_46,"Từ góc nhìn của tôi, cô ấy có quá nhiều thứ đó rồi."
Main_LahaiRoi_YXBLDHJ_136_47,Tôi thấy cô ấy là một chiến binh. Cô ấy tin rằng mình có thể đáp ứng được kỳ vọng của mọi người.
Main_LahaiRoi_YXBLDHJ_136_48,"Hay đúng hơn, cô ấy nghĩ mình buộc phải làm vậy. Cô ấy chẳng khác nào đang bước đi trên dây căng."
Main_LahaiRoi_YXBLDHJ_136_49,Tôi đã gặp không ít học sinh như cô ấy.
Main_LahaiRoi_YXBLDHJ_136_50,"Mỗi người đều tin rằng mình sẽ luôn là kẻ giỏi nhất. Rằng thất bại không phải là một lựa chọn. Vì thế, họ thúc đẩy bản thân... không ngừng nghỉ."
Main_LahaiRoi_YXBLDHJ_136_51,"Hãy nhớ người học trò mà tôi từng nhắc đến, {PlayerName} ấy? Người có những giả thuyết không hoàn hảo nhưng lại rất xuất sắc?"
Main_LahaiRoi_YXBLDHJ_136_52,Cô ấy không chỉ rời khỏi Học viện Startorch.
Main_LahaiRoi_YXBLDHJ_136_53,Học viện... đã mất cô ấy mãi mãi.
Main_LahaiRoi_YXBLDHJ_136_54,Cô ấy mất thăng bằng trên sợi dây đó.
Main_LahaiRoi_YXBLDHJ_136_55,Đó chính là thứ mà Fractsidus muốn đào móng vuốt vào.
Main_LahaiRoi_YXBLDHJ_136_56,"Đây rồi, Siggy. Người bạn mới của cậu đâu rồi? Để tớ đoán xem... chắc lại đang bày mưu tính kế gì đó lớn lao, nhưng không muốn cho cậu biết nhỉ?"
Main_LahaiRoi_YXBLDHJ_136_57,Tôi vẫn chưa đủ giỏi.
Main_LahaiRoi_YXBLDHJ_136_58,Đây. Hương vị Bánh Mật Chạng Vạng. Tôi biết đây là món yêu thích của bạn.
Main_LahaiRoi_YXBLDHJ_136_59,Điều gì sẽ xảy ra nếu chúng ta bỏ qua toàn bộ chuyện câu đố ấy? Hay... thực ra là để chứng minh xứng đáng trở thành người kế vị Heliodic Six trong tương lai?
Main_LahaiRoi_YXBLDHJ_136_60,Tôi chỉ... không muốn làm ai thất vọng.
Main_LahaiRoi_YXBLDHJ_136_61,Mỗi học viên đều đặt chân đến Học viện với trái tim tràn đầy khát vọng.
Main_LahaiRoi_YXBLDHJ_136_62,Lời hứa ấy chính là thứ giữ vững Học viện này.
Main_LahaiRoi_YXBLDHJ_136_63,"Chúng ta sẽ không ngồi yên để Fractsidus lợi dụng chuyện đó. Và đừng quên, tri thức mà những học sinh này nắm giữ có thể định hình tương lai của chính Lahai-Roi."
Main_LahaiRoi_YXBLDHJ_136_64,"Điều đó có nghĩa là chúng ta đang chạy đua với thời gian. Tacet Discord kia đang hấp thụ năng lượng. Nếu Bóng Tối là một cơn lốc cảm xúc, thì thứ đó chính là tâm bão."
Main_LahaiRoi_YXBLDHJ_136_65,Chúng ta phải tìm ra nó.
Main_LahaiRoi_YXBLDHJ_136_66,"Có lẽ ông nên dự trữ kẹo đi, bác sĩ Luuk."
Main_LahaiRoi_YXBLDHJ_136_67,Tôi có thể yêu cầu hoàn trả được không?
Main_LahaiRoi_YXBLDHJ_136_68,"Dù sao đi nữa, {PlayerName}, cậu cứ nghỉ ngơi đi. Chúng tôi sẽ để mắt đến Bóng Tối."
Main_LahaiRoi_YXBLDHJ_136_69,Đừng lo. Trò chơi này sẽ không kết thúc theo cách mà Fractsidus mong muốn.
Main_LahaiRoi_YXBLDHJ_136_70,"Sau khi nghe Lucilla trình bày, bạn quyết định tiếp tục điều tra Mặt Tối. Dù Tacet Discord có chơi trò gì đi chăng nữa, chúng sẽ không thể thắng được."
Main_LahaiRoi_YXBLDHJ_170_1,Bạn nhớ nơi Lucilla đã nhắc đến. Chắc hẳn là ở ký túc xá nơi bạn từng đến tìm Lynae.
Main_LahaiRoi_YXBLDHJ_171_1,Đó có phải lối vào mới của Bóng Tối không?
Main_LahaiRoi_YXBLDHJ_171_2,Tại sao nó lại xuất hiện trong lớp học lần nữa? Lần này ẩn chứa câu đố gì nhỉ?
Main_LahaiRoi_YXBLDHJ_172_1,Có phải Chủ tịch Lucilla không? Chuyện gì đã xảy ra vậy?
