Id,Content
Main_LahaiRoi_ZRJDYKX_11_12,"(Tình hình này còn u ám hơn tôi nghĩ. Tuy nhiên, nếu nó liên quan đến tần số Threnodian, Bờ Biển Đen có thể có những giải pháp tốt hơn.)"
Main_LahaiRoi_ZRJDYKX_11_13,"Hãy tạm gác lại việc nghiên cứu. Hiện tại, chúng tôi cần bạn tập trung vào chiến dịch ngày hôm nay. Vui lòng liên hệ với chúng tôi nếu có bất cứ điều gì phát sinh."
Main_LahaiRoi_ZRJDYKX_11_14,Chúng ta sẵn sàng chưa?
Main_LahaiRoi_ZRJDYKX_11_15,Vâng. Chúc hai bạn một ngày vui vẻ.
Main_LahaiRoi_ZRJDYKX_11_16,"Vậy, hôm nay tôi sẽ thuộc về bàn tay bạn, {PlayerName}."
Main_LahaiRoi_ZRJDYKX_11_17,"Bạn đã hứa cho tôi một sinh nhật mà, nhớ không? Sao lại vẻ mặt nghiêm trọng thế?"
Main_LahaiRoi_ZRJDYKX_11_18,Tôi phải giữ cho hoạt động này nằm trong tầm kiểm soát.
Main_LahaiRoi_ZRJDYKX_11_19,Lần trước bạn không có âm thanh này.
Main_LahaiRoi_ZRJDYKX_11_20,"Dù vậy, bạn không thể cứ xuất hiện với vẻ mặt đó được. Mọi người sẽ nhận ra có điều gì đó bất thường."
Main_LahaiRoi_ZRJDYKX_11_21,"Hôm nay, tôi là Denia, một học viên tự hào của Học viện Startorch."
Main_LahaiRoi_ZRJDYKX_11_22,"Cố lên... Hãy thử theo cách của tôi. Thả lỏng miệng, thư giãn đôi mắt..."
Main_LahaiRoi_ZRJDYKX_11_23,"Tôi làm được. Nhưng hãy nhớ hoàn cảnh của mình, đừng—"
Main_LahaiRoi_ZRJDYKX_11_24,"Ừ, ừ, tôi biết rồi."
Main_LahaiRoi_ZRJDYKX_11_25,"Hôm nay là sinh nhật của Denia. Bạn đi đến ga để gặp cô ấy.
Tại ga, Arman đưa cho bạn lịch trình trong ngày. Tập thể Spacetrek đã chuẩn bị kỹ lưỡng để giảm thiểu mọi rủi ro trong thời gian Denia ở bên ngoài."
Main_LahaiRoi_ZRJDYKX_11_26,Nhìn này. Bạn cười trông xinh hơn nhiều.
Main_LahaiRoi_ZRJDYKX_129_1,Phòng y tế đóng cửa vào ban đêm.
Main_LahaiRoi_ZRJDYKX_13_1,Ngáp... Cuối cùng thì họ cũng cho tôi đi dạo.
Main_LahaiRoi_ZRJDYKX_13_2,"Làm học sinh cũng khá dễ chịu nhỉ, {PlayerName}?"
Main_LahaiRoi_ZRJDYKX_13_3,"Ồ, buồn nhỉ, cứ tưởng cuối tuần này sẽ đông người hơn chứ."
Main_LahaiRoi_ZRJDYKX_13_4,Đừng nói là họ đã nghe thấy tôi đến nên quyết định giấu mình?
Main_LahaiRoi_ZRJDYKX_13_5,...
Main_LahaiRoi_ZRJDYKX_13_6,Vậy là đồng ý rồi à? Ít nhất cậu cũng có thể nói gì đó tử tế hơn chứ.
Main_LahaiRoi_ZRJDYKX_13_7,An ninh khuôn viên vẫn là trách nhiệm của chúng ta.
Main_LahaiRoi_ZRJDYKX_13_8,Ugh... Làm mất hứng quá.
Main_LahaiRoi_ZRJDYKX_14_1,"Lối này dẫn đến Khu Vườn, đúng không?"
Main_LahaiRoi_ZRJDYKX_14_2,Vâng. Đây là nơi bạn sẽ gặp Sigrika.
Main_LahaiRoi_ZRJDYKX_14_3,"...À, Sigrika."
Main_LahaiRoi_ZRJDYKX_14_4,Lần cuối cùng chúng ta cùng nhau đi mua sắm là khi nào nhỉ...?
Main_LahaiRoi_ZRJDYKX_15_1,"Nếu thang máy bị hỏng, chúng ta có bị mắc kẹt ở đây không?"
Main_LahaiRoi_ZRJDYKX_15_2,Tôi có thể cắt nó ra.
Main_LahaiRoi_ZRJDYKX_15_3,Tuyệt đối không. Đó là hành vi phá hoại...
Main_LahaiRoi_ZRJDYKX_16_1,"Này, {PlayerName}, ừm... Muốn ghé qua Khu trò chơi trước không?"
Main_LahaiRoi_ZRJDYKX_16_2,Bạn đang cố né Sigrika sao?
Main_LahaiRoi_ZRJDYKX_16_3,"Ồ, vậy bạn đã thấy..."
Main_LahaiRoi_ZRJDYKX_16_4,Đây là yêu cầu của chính bạn. Hãy đưa ra lý do để tôi hủy bỏ nó.
Main_LahaiRoi_ZRJDYKX_16_5,Sở dĩ là... Tôi... tôi không ổn lắm. Có lẽ chúng ta nên—
Main_LahaiRoi_ZRJDYKX_16_6,"Tiền bối, Denia!"
Main_LahaiRoi_ZRJDYKX_16_7,...!
Main_LahaiRoi_ZRJDYKX_16_8,"Wow, chào Siggy. Tôi có để cậu đợi không?"
Main_LahaiRoi_ZRJDYKX_16_9,"Không, tôi cũng vừa đến thôi... Hửm? Hôm nay sao cậu lại ở với Denia vậy, tiền bối?"
Main_LahaiRoi_ZRJDYKX_16_10,Bác sĩ nhờ tôi ở bên cô ấy.
Main_LahaiRoi_ZRJDYKX_16_11,Cô ấy muốn đi dạo cùng tôi.
Main_LahaiRoi_ZRJDYKX_16_12,"À, ra vậy. Tôi nghe nói Denia đã ở khoa bệnh viện vài ngày rồi."
Main_LahaiRoi_ZRJDYKX_16_13,Bạn...
Main_LahaiRoi_ZRJDYKX_16_14,Tôi không ngờ bạn lại gần đến thế... Nhưng... nhưng mà cũng ổn đấy. Ít nhất Denia cũng cuối cùng được hít thở không khí trong lành.
Main_LahaiRoi_ZRJDYKX_16_15,"Mỗi lần tôi đến phòng y tế, Dr. Luuk đều nói bạn vẫn cần nghỉ ngơi... Vậy, bây giờ bạn đã cảm thấy khỏe hơn chưa?"
Main_LahaiRoi_ZRJDYKX_16_16,"Ồ, lúc nãy tôi còn ổn hơn cơ... Haizz... Chắc là do ngủ không ngon thôi. Ý tôi là, phòng bệnh này không bao giờ thoải mái bằng phòng riêng của mình đâu."
Main_LahaiRoi_ZRJDYKX_16_17,Giấc ngủ chập chờn... Lại gặp ác mộng sao? Tôi nghe nói chuyện lần trước đã ảnh hưởng sâu sắc đến rất nhiều người...
Main_LahaiRoi_ZRJDYKX_16_18,"Bạn không nghĩ là do sự ô nhiễm Voidmatter, đúng không?"
Main_LahaiRoi_ZRJDYKX_16_19,Đương nhiên là không rồi... Tôi chỉ giả vờ ốm thêm một chút để không phải quay lại lớp sớm thế này.
Main_LahaiRoi_ZRJDYKX_16_20,"Bình tĩnh nào. Chỉ cần có {PlayerName} ở đây là đủ rồi. Nào, Siggy, cậu không muốn đi chụp ảnh con chim trắng trong vườn sao? Nếu cậu không nhanh lên thì nó sẽ nghỉ việc mất đấy..."
Main_LahaiRoi_ZRJDYKX_16_21,"Vậy nhé... Nhớ theo kịp chúng tôi sau này đấy, Tiền bối."
Main_LahaiRoi_ZRJDYKX_16_22,"Nia ơi, cậu có biết không? Câu lạc bộ Nhiếp ảnh đang lên kế hoạch xin một studio đấy!"
Main_LahaiRoi_ZRJDYKX_16_23,Họ có đủ kinh phí cho việc đó sao? Đó có phải là giải thưởng họ giành được từ sự kiện của trường không?
Main_LahaiRoi_ZRJDYKX_16_24,Ừ. Họ cứ nhắc mãi về món nợ họ nợ bạn.
Main_LahaiRoi_ZRJDYKX_16_25,"Theo lịch trình, bạn sẽ gặp Sigrika.
Khi nhìn thấy cô ấy, Denia bỗng chùn bước, nhưng Sigrika đã nhận ra cả hai người rồi.
Để giữ lời hứa của cô ấy, bạn và Denia sẽ phải giả vờ diễn kịch trong một ngày trước mặt Sigrika."
Main_LahaiRoi_ZRJDYKX_160_1,"Tiền bối, bạn có nhớ Denia không? Bạn đã gặp cô ấy tại Lễ Hội Mặt Trời Mới. Cô ấy là người đã sắm vé cho chúng ta."
Main_LahaiRoi_ZRJDYKX_160_2,Cô ấy đã nằm ở phòng y tế kể từ vụ việc lần trước. Họ nói rằng cô ấy vẫn chưa đủ điều kiện để tiếp đón bất kỳ ai đến thăm.
Main_LahaiRoi_ZRJDYKX_160_3,"Nếu không làm phiền quá, bạn có thể kiểm tra giúp tôi về cô ấy được không? Tôi đã hỏi N.A.N.A. về thông tin cập nhật, nhưng cô ấy cứ nói một điều mãi... Tôi lo lắng quá."
Main_LahaiRoi_ZRJDYKX_160_4,Hiểu rồi.
Main_LahaiRoi_ZRJDYKX_160_5,Hiểu rồi.
Main_LahaiRoi_ZRJDYKX_160_6,"Cảm ơn bạn nhiều, tiền bối! ヾ(ﾟ▽ﾟ)ノ"
Main_LahaiRoi_ZRJDYKX_17_1,Hôm nay bạn ngáp nhiều hơn bình thường. Bạn có chắc đó không phải là một loại tác dụng phụ nào đó không?
Main_LahaiRoi_ZRJDYKX_17_2,Không thể nào. Tôi vừa ở trong nhà quá lâu. Da tôi hơi nhạy cảm với ánh nắng mặt trời...
Main_LahaiRoi_ZRJDYKX_17_3,"Không, không, không. Bạn không thể cứ nhốt mình mãi được. Một chút ánh nắng mặt trời sẽ tốt cho bạn đấy."
Main_LahaiRoi_ZRJDYKX_17_4,"Ôi, quá chói..."
Main_LahaiRoi_ZRJDYKX_18_1,Xin chào. Tôi có thể giúp bạn điều gì không?
Main_LahaiRoi_ZRJDYKX_18_2,(Anh chàng này hành động kỳ lạ. Tôi không nhớ anh ta trong danh bạ.)
Main_LahaiRoi_ZRJDYKX_18_3,Xin đừng để ý đến tôi. Denia mới là người cần sự chú ý của bạn.
Main_LahaiRoi_ZRJDYKX_18_4,...
Main_LahaiRoi_ZRJDYKX_19_1,"Suỵt, đừng nhìn về phía này, {PlayerName}. Chúng ta phải giả vờ như không quen biết nhau."
Main_LahaiRoi_ZRJDYKX_2_1,"Vậy à, Denia... Bạn nghĩ cô ấy ổn chứ?"
Main_LahaiRoi_ZRJDYKX_2_2,(Denia... The Fractsidus không hề động đậy khi cô ấy bất tỉnh. Liệu họ có thực sự từ bỏ những gì đã dày công xây dựng? Hay họ đang chờ đợi một điều gì đó khác?)
Main_LahaiRoi_ZRJDYKX_2_3,Chúng ta hãy tự mình đi xem đi.
Main_LahaiRoi_ZRJDYKX_20_1,"Này, Câu lạc bộ Nhiếp ảnh đã ở đây. Chúng ta đi chào hỏi họ nhé?"
Main_LahaiRoi_ZRJDYKX_20_2,"Thôi, tôi xin phép bỏ qua... một đám người lập dị chỉ biết chụp ảnh. Tiền thưởng của họ dù sao cũng chẳng liên quan gì đến tôi."
Main_LahaiRoi_ZRJDYKX_20_3,"Bạn đang nói cái gì vậy? Nếu không có bạn, họ đã sụp đổ từ lâu rồi."
Main_LahaiRoi_ZRJDYKX_20_4,Tiền thưởng?
Main_LahaiRoi_ZRJDYKX_20_5,Đó là cho một sự kiện quảng bá của học viện... Chủ đề là 'Startorch: Khoảnh Khắc Hạnh Phúc.' Tại sao?
Main_LahaiRoi_ZRJDYKX_20_6,Bạn chụp ảnh giỏi à?
Main_LahaiRoi_ZRJDYKX_20_7,Vậy bạn là cao thủ à?
Main_LahaiRoi_ZRJDYKX_20_8,"Thực ra, tôi là người mẫu. Ai đó đến gặp tôi và nói rằng họ sẽ mời tôi một bữa tiệc buffet sang trọng nếu tôi đồng ý tạo dáng chụp vài tấm ảnh trong lúc ăn... Trong khoảnh khắc đó, tôi thực sự tin rằng họ đang rất hào phóng."
Main_LahaiRoi_ZRJDYKX_20_9,"Tôi thậm chí còn cố tình bỏ bữa. Hóa ra cái ""tiệc buffet sang trọng"" của họ chỉ là căng tin thôi."
Main_LahaiRoi_ZRJDYKX_20_10,"Nhưng những bức ảnh trông rất đẹp. Thậm chí chúng còn được đưa vào ""Hướng Dẫn Tuyển Sinh Chống Bị Phong Ấn"" của F.U.E.L."
Main_LahaiRoi_ZRJDYKX_20_11,"Chỉ là chiêu trò marketing cho tân sinh viên thôi. Bạn cười dù đang ăn gì đi nữa. Tôi đoán đó là cảm giác làm người mẫu... Hơn nữa, bạn biết tôi chưa bao giờ thích chụp ảnh cả."
Main_LahaiRoi_ZRJDYKX_20_12,"Đúng vậy, bạn nói đúng. Lần duy nhất chúng ta chụp ảnh nhóm là khi Nivora nhất quyết đòi."
Main_LahaiRoi_ZRJDYKX_20_13,"Thở dài... Nhắc đến Nivora, tôi tự hỏi cô ấy giờ ra sao."
Main_LahaiRoi_ZRJDYKX_20_14,...Siggy.
Main_LahaiRoi_ZRJDYKX_20_15,Hmm?
Main_LahaiRoi_ZRJDYKX_20_16,Chúng ta chụp thêm một tấm ảnh nữa nhé.
Main_LahaiRoi_ZRJDYKX_20_17,Thật sao? Đây là lần đầu tiên của bạn đấy!
Main_LahaiRoi_ZRJDYKX_20_18,"Nào, {PlayerName}, bạn cũng vậy. Và... tôi mượn máy ảnh của bạn được không?"
Main_LahaiRoi_ZRJDYKX_20_19,Thì ra mọi chuyện là thế sao?
Main_LahaiRoi_ZRJDYKX_20_20,"Được rồi, sẵn sàng... ba, hai, một—"
Main_LahaiRoi_ZRJDYKX_20_21,Pho mát!
Main_LahaiRoi_ZRJDYKX_20_22,Tôi sẽ lưu bức ảnh này trên Thiết bị đầu cuối của bạn trước đã. Sau này chúng ta có thể in nó ra.
Main_LahaiRoi_ZRJDYKX_20_23,"Nhìn xem, trong bức ảnh này! Đó là con chim trắng... Nó đã bay về hướng đó!"
Main_LahaiRoi_ZRJDYKX_20_24,"Bạn học hỏi từ Sigrika và Denia về những khoảnh khắc nhỏ bé từ quá khứ chung của họ.
Khi họ nhắc đến Nivora, Denia trở nên tĩnh lặng, như thể đang đạt đến một sự giải quyết nội tâm nào đó.
Sau đó, theo lời mời của cô ấy, cả ba người các bạn cùng nhau chụp một bức ảnh nhóm."
Main_LahaiRoi_ZRJDYKX_21_1,Lần đầu tiên chúng ta đặt chân đến khu vực này... Hôm nay thật sự quá tĩnh lặng.
Main_LahaiRoi_ZRJDYKX_21_2,"Tôi nghe nói ở đây có một sự sắp xếp đặc biệt. Chiều nay, rất nhiều người đã không được phép đến..."
Main_LahaiRoi_ZRJDYKX_21_3,Khoan đã... Tôi vừa thấy một cô gái tóc hồng sao?
Main_LahaiRoi_ZRJDYKX_22_1,"Bạn là... bạn của Denia, đúng không? Tôi hình như vừa thấy bạn ở cùng cô ấy."
Main_LahaiRoi_ZRJDYKX_22_2,Có.
Main_LahaiRoi_ZRJDYKX_22_3,Không.
Main_LahaiRoi_ZRJDYKX_22_4,Đây là tin tốt. Vậy là cô ấy đã xuất viện rồi.
Main_LahaiRoi_ZRJDYKX_22_5,"Ồ, xin lỗi, có vẻ chúng ta đã hiểu sai rồi."
Main_LahaiRoi_ZRJDYKX_22_6,Bạn đang tìm cô ấy sao?
Main_LahaiRoi_ZRJDYKX_22_7,Ừ. Không có gì gấp đâu. Chỉ là tiền thưởng từ lần trước vẫn còn ở câu lạc bộ. Chúng tôi đang đợi để bàn bạc chuyện đó với cô ấy.
Main_LahaiRoi_ZRJDYKX_22_8,"Và thành thật mà nói, mọi thứ dường như đã mất đi sự trọn vẹn khi không có cô ấy."
Main_LahaiRoi_ZRJDYKX_23_1,Một loài quý hiếm chưa xác định... chú chim trắng tinh huyền thoại.
Main_LahaiRoi_ZRJDYKX_23_2,"Một năm đã trôi qua kể từ lần đầu tiên chúng ta chứng kiến nó, nhưng chúng ta vẫn chưa thể nhìn rõ chi tiết nào."
Main_LahaiRoi_ZRJDYKX_23_3,"Heh... bình tĩnh đi. Biết đâu, đó chỉ là khả năng Cộng Hưởng của ai đó thôi mà..."
Main_LahaiRoi_ZRJDYKX_23_4,"Ồ, cái kiểu hài hước khô khan của cậu đấy, Nia."
Main_LahaiRoi_ZRJDYKX_24_1,"Xin chào, {PlayerName}! Không phát hiện cá nhân đáng ngờ nào. Các chỉ số tần số đều bình thường. Xin mời bạn tiếp tục nhiệm vụ."
Main_LahaiRoi_ZRJDYKX_24_2,Nhỏ tiếng thôi...
Main_LahaiRoi_ZRJDYKX_24_3,"Đã rõ. Tuy nhiên, dựa trên các chức năng logic của TARD-E, nếu bạn không muốn Denia nhận ra, thì bạn không nên nói chuyện với TARD-E!"
Main_LahaiRoi_ZRJDYKX_241_1,Sigrika có chạy nhanh hơn tôi không?
Main_LahaiRoi_ZRJDYKX_241_2,Tôi cũng muốn làm được điều đó...
Main_LahaiRoi_ZRJDYKX_241_3,Bạn có thể.
Main_LahaiRoi_ZRJDYKX_242_1,Tôi đã chết.
Main_LahaiRoi_ZRJDYKX_25_1,Tôi nhớ là nó bay theo hướng này... nó đi đâu rồi?
Main_LahaiRoi_ZRJDYKX_25_2,"Hay là chúng ta tách ra nhỉ? Siggy, cậu đi hướng đó đi. {PlayerName} và tôi sẽ kiểm tra hướng này."
Main_LahaiRoi_ZRJDYKX_25_3,"Được rồi! Nếu bạn tìm thấy bất cứ thứ gì, hãy liên lạc với tôi tại Thiết bị đầu cuối!"
Main_LahaiRoi_ZRJDYKX_26_1,"Bạn đi theo lối này một lát được không, {PlayerName}... ?"
Main_LahaiRoi_ZRJDYKX_27_1,Này... bạn có thể tưởng tượng khuôn mặt cô ấy sẽ ra sao nếu chúng ta nói cho cô ấy biết rằng con chim trắng chỉ là năng lực của Hiyuki?
Main_LahaiRoi_ZRJDYKX_27_2,Bạn cũng nhận ra nó sao?
Main_LahaiRoi_ZRJDYKX_27_3,Tôi không nghĩ nó là chuyện gì to tát đâu.
Main_LahaiRoi_ZRJDYKX_27_4,"Vậy ra, đó thực sự là cô ấy. Cái tần số lạnh lẽo ấy thật khó để quên đi."
Main_LahaiRoi_ZRJDYKX_27_5,"Chắc chắn là thế! Hiyuki... à... cô ấy hơi đáng sợ, phải không? Luôn xuất hiện từ hư không với một lưỡi kiếm..."
Main_LahaiRoi_ZRJDYKX_27_6,"Suốt cả ngày hôm nay, cô ấy sẽ cứ nhìn chúng ta như thế này sao?"
Main_LahaiRoi_ZRJDYKX_27_7,Hiyuki chỉ đang làm công việc của mình thôi. Và cô ấy tốt bụng hơn vẻ ngoài của cô ấy nhiều.
Main_LahaiRoi_ZRJDYKX_27_8,Tôi biết... Cô ấy đôi khi khiến tôi nhớ đến bạn.
Main_LahaiRoi_ZRJDYKX_27_9,"Nhưng đáng tiếc là, đó lại là kiểu người tôi ghét nhất."
Main_LahaiRoi_ZRJDYKX_27_10,Tại sao?
Main_LahaiRoi_ZRJDYKX_27_11,"Cái gì... Bạn nói rằng bạn quan tâm đến ý kiến của tôi sao, {PlayerName}?"
Main_LahaiRoi_ZRJDYKX_27_12,Xin lỗi. Tôi không thích sự thẳng thắn.
Main_LahaiRoi_ZRJDYKX_27_13,...
Main_LahaiRoi_ZRJDYKX_27_14,"Được rồi, được rồi. Mình dừng lại đã... Không biết Sigrika thế nào rồi. Chúng ta đi tìm cô ấy thôi."
Main_LahaiRoi_ZRJDYKX_28_1,"Cô ấy đi theo hướng này, đúng không? Cô ấy đi đâu rồi?"
Main_LahaiRoi_ZRJDYKX_29_1,"Tiền bối, tôi bị lạc mất mọi người rồi. Hiện tại tôi đang ở khu vực liên lạc. ヾ(✿ﾟ▽ﾟ)ノ"
Main_LahaiRoi_ZRJDYKX_29_2,Hiểu rồi.
Main_LahaiRoi_ZRJDYKX_3_1,Bất khả thi. Chúng tôi sẽ không chấp nhận điều kiện đó...
Main_LahaiRoi_ZRJDYKX_3_2,Xin hãy chuyển lời nhắn này đến Madam President. Tôi xin nhận toàn bộ trách nhiệm.
Main_LahaiRoi_ZRJDYKX_30_1,Bạn cũng không tìm ra nó sao? Có lẽ hôm nay chưa phải lúc.
Main_LahaiRoi_ZRJDYKX_30_2,"Nghiêm túc mà nói, Siggy. Nếu cậu theo ngành sinh học, cậu đã là một huyền thoại rồi..."
Main_LahaiRoi_ZRJDYKX_30_3,"Hehe, tôi chỉ muốn xác nhận một loài mới trước khi tốt nghiệp thôi."
Main_LahaiRoi_ZRJDYKX_30_4,"Denia, cậu thực sự ít ra ngoài quá. Cậu nên vận động nhiều hơn một chút thì tốt cho cậu đấy."
Main_LahaiRoi_ZRJDYKX_30_5,Xin hãy tha cho tôi. Tôi không được sinh ra để chạy hay chiến đấu như bạn đâu...
Main_LahaiRoi_ZRJDYKX_30_6,(Từ bao giờ cậu lại yếu kém trong chiến đấu thế?)
Main_LahaiRoi_ZRJDYKX_30_7,"À, đúng rồi. Bạn không nói là muốn gọi về nhà sao? Buồng này trông trống trơn bây giờ."
Main_LahaiRoi_ZRJDYKX_30_8,"Ồ, đúng là thế! Thật hiếm. Bình thường ở đây luôn có một hàng người mà..."
Main_LahaiRoi_ZRJDYKX_30_9,"Cứ đi đi, trước khi họ bắt đầu lo lắng. Tôi cũng có vài ""việc gia đình"" cần giải quyết, bằng Thiết bị đầu cuối của {PlayerName}."
Main_LahaiRoi_ZRJDYKX_30_11,Được rồi... Hẹn gặp lại sớm nhé!
Main_LahaiRoi_ZRJDYKX_31_1,"À, hôm nay tôi khỏe lắm. Đừng lo!"
Main_LahaiRoi_ZRJDYKX_31_2,"Denia đã ra khỏi khu cách ly, nên tôi sẽ cùng cô ấy đi dạo..."
Main_LahaiRoi_ZRJDYKX_32_1,Tôi biết bạn đang lo lắng điều gì. Tôi nhớ mọi thứ từ lúc đó... Tại sao tôi lại liên lạc với những người đó chứ?
Main_LahaiRoi_ZRJDYKX_32_2,...Vậy thì bạn đang gọi ai?
Main_LahaiRoi_ZRJDYKX_32_3,"Thế này là được rồi. Tôi chỉ mở bộ liên lạc thôi, và bạn cứ đợi ở đây với tôi một lát."
Main_LahaiRoi_ZRJDYKX_32_4,Bạn đã làm điều này từ trước rồi sao?
Main_LahaiRoi_ZRJDYKX_32_5,Ừ. Tất cả chỉ là dựng lên. Chỉ để cô ấy vui. Nhưng tôi đã không nhận ra việc duy trì một lời nói dối đơn giản lại tốn nhiều công sức đến vậy.
Main_LahaiRoi_ZRJDYKX_32_6,Điều này chỉ làm mọi chuyện thêm phức tạp.
Main_LahaiRoi_ZRJDYKX_32_7,"Nhưng tôi không thể thành thật với cô ấy được, phải không? Bề ngoài cô ấy luôn rạng rỡ, nhưng gánh nặng lo toan mà cô ấy mang lại thì quá sức so với vẻ ngoài đó... Là bạn của cô ấy, tôi phải làm điều này mới được."
Main_LahaiRoi_ZRJDYKX_32_8,"Hơn nữa... có một người bạn ngọt ngào và tin tưởng như cô ấy ở bên cạnh là một vỏ bọc tuyệt vời, phải không?"
Main_LahaiRoi_ZRJDYKX_32_9,Điều đó là tự huyễn hoặc.
Main_LahaiRoi_ZRJDYKX_32_10,...Tôi cứ nghĩ bạn sẽ đặt nó nhẹ nhàng hơn.
Main_LahaiRoi_ZRJDYKX_32_11,Được rồi. Có vẻ cô ấy đã kết thúc cuộc gọi rồi. Chúng ta đi thôi.
Main_LahaiRoi_ZRJDYKX_33_1,Vừa kịp lúc! Chúng ta đi xem mấy món tráng miệng mới đi!
Main_LahaiRoi_ZRJDYKX_33_2,"Phần này, cuối cùng..."
Main_LahaiRoi_ZRJDYKX_33_3,"Hôm nay, điều gì khiến cậu muốn mua bánh ngọt vậy, Denia?"
Main_LahaiRoi_ZRJDYKX_33_4,Bạn sẽ sớm được biết thôi.
Main_LahaiRoi_ZRJDYKX_34_1,"Hôm nay các món tráng miệng mới bao gồm: Bánh bao Frostwort, Bánh quy Tảo Bào Tử Dương Xỉ, Cuộn Địa Y Kim Thông, và—món đặc biệt—Bánh Muffin Cá Hũ..."
Main_LahaiRoi_ZRJDYKX_34_2,Những cái tên đó nghe... thật mãnh liệt.
Main_LahaiRoi_ZRJDYKX_34_3,Bạn có nghĩ là có thể ghép chúng thành một chiếc bánh không?
Main_LahaiRoi_ZRJDYKX_34_4,"Một suy nghĩ kinh hoàng quá, Nia..."
Main_LahaiRoi_ZRJDYKX_34_5,"(Tạm gác lại chuyện hương vị, quy trình vận hành đã nêu rất rõ về việc tiêu thụ thức ăn. Tôi nên hỏi Arman...)"
Main_LahaiRoi_ZRJDYKX_34_6,Bệnh nhân cần chú ý đến vấn đề an toàn thực phẩm.
Main_LahaiRoi_ZRJDYKX_34_7,Tôi chỉ đang làm cho có lệ thôi... Cô ấy có thể lo liệu nó cho tôi.
Main_LahaiRoi_ZRJDYKX_34_8,"Tôi tình cờ biết một đội chuyên về đồ ngọt. Nếu bạn muốn, chúng ta có thể gọi bánh từ họ."
Main_LahaiRoi_ZRJDYKX_34_9,Bạn đang nghĩ đến phong cách nào?
Main_LahaiRoi_ZRJDYKX_34_10,"Thật vậy sao? Vậy tôi có thể thêm Kẹo Pop Rocks Đậu Cầu Vồng? Và cả hạt Thông Bàn Chân Bò nữa. Ồ, và cả một ít Vỏ Trứng Trái Cây nữa sao?"
Main_LahaiRoi_ZRJDYKX_34_11,"Denia, cậu không thể rắc Pop Rocks lên bánh được. Cậu cần bắt đầu bằng một hương vị nền..."
Main_LahaiRoi_ZRJDYKX_34_12,Hm... được rồi. Để tôi nghĩ xem...
