Id,Content
MAIN_YHX_11_1,"Oh, hello… are you here for the Fleet Snowfluff fan meeting? The venue is still being set up, but once it's ready, please join."
MAIN_YHX_11_2,Fleet Snowfluff?
MAIN_YHX_11_3,"She's a singer! A campus legend. She's only released online, but she's super popular."
MAIN_YHX_11_4,But… her site hasn't been updated in over ten years. She posted one last demo and then… nothing.
MAIN_YHX_11_5,Don't be such a downer. Maybe she just graduated and moved on to bigger things.
MAIN_YHX_11_6,"Probably never showed her face to keep her life private. Doesn't matter, we still have her music!"
MAIN_YHX_11_7,"Here! Even if you're not a fan, you should give her a listen. I'm new here, but even I was hooked when I first heard her songs!"
MAIN_YHX_11_8,The outgoing fan shoves a poster into your hands.
MAIN_YHX_11_9,"Hm, nice print."
MAIN_YHX_11_10,"A fan meeting... huh? If they're happy, I'm happy."
MAIN_YHX_11_11,"C'mon, let's follow the Soliskin and see what's going on in the auditorium!"
MAIN_YHX_12_1,What?
MAIN_YHX_12_2,They... can't see you.
MAIN_YHX_12_3,Why bother waving?
MAIN_YHX_12_4,"Oh, just a habit of mine. Waving, chatting, going to class... it makes me feel like I'm still alive."
MAIN_YHX_12_5,"If I stop, I might forget what it felt like to be human. Call it… a self-reminder."
MAIN_YHX_12_6,...Fleet Snowfluff?
MAIN_YHX_12_7,"Yep, that's me. Ugh, but don't say my alias out loud!
It's embarrassing—"
MAIN_YHX_12_8,So you weren't just a Synchronist. You had a whole other life here.
MAIN_YHX_12_9,"Just one of my many hobbies. I was into photography, gaming, movie nights with friends…"
MAIN_YHX_12_10,Figured you only get to be a student for a few years. And I wasn't the ambitious researcher type. I wanted to soak it all up while I could.
MAIN_YHX_12_11,"I tried a little bit of everything. I just wanted a happy, carefree life!"
MAIN_YHX_12_12,"Who knew I'd end up as a ghost, stuck as a student for ten more years… How awful is that? Wait... does this mean I'm never gonna graduate?!"
MAIN_YHX_12_13,You might get the chance once you restore your body.
MAIN_YHX_12_14,I wish I could be a student forever!
MAIN_YHX_12_15,Hope so. Guess everyone needs something to hold onto. It's good to have a little hope.
MAIN_YHX_12_16,Haha! I get it. School life is easier. A whole lot less complicated.
MAIN_YHX_12_17,But I have to say... It's really moving to hear people talk about my songs after all this time.
MAIN_YHX_12_18,"I wrote those for myself, you know? Never expected so many people to care."
MAIN_YHX_12_19,"But, if they made someone feel something—joy, pain, anything—that makes me really happy!"
MAIN_YHX_12_20,"Hey, listen. Hear that song playing in the auditorium? That's the unfinished demo I left on my site."
MAIN_YHX_12_21,What a shame. I really should've finished that before the training run. Now it's my little musical... epitaph. Haha.
MAIN_YHX_12_22,...
MAIN_YHX_12_23,Let's go! The Soliskin are calling us.
MAIN_YHX_12_24,Is that the student rep from Rabelle College? That's one bold speech…
MAIN_YHX_12_25,"Haha, is she giving a welcome speech or recruiting for a space adventure club? Uh-oh, the professors look upset."
MAIN_YHX_12_26,"But she made a good point, didn't she? Isn't that passion the entire reason we're here? To explore whatever's out there again?"
MAIN_YHX_12_27,"Aemeath, right? I remember her sync test scores were off the charts. We might be looking at this year's prime Exostrider candidate."
MAIN_YHX_12_28,"Don't be so sure. Heard about her extracurriculars? Put nicely, she's quite the dabbler. Put bluntly, she doesn't take anything seriously."
MAIN_YHX_12_29,Potential is still potential. She's brilliant. She just needs… guidance.
MAIN_YHX_12_30,"May we one day walk among the stars, to touch with our own hands a universe so cold, so real, and so breathtakingly beautiful."
MAIN_YHX_12_31,"That's all from me. If I keep going, my credits this year might be in danger!"
MAIN_YHX_12_32,"It's an amazing feeling to be here at Startorch Academy, and to know I'll be sharing this journey into the great unknown with all of you. As a student, I can't wait to start this new chapter of my life."
MAIN_YHX_12_33,There's just one thing missing today... I wish my family could be here in the crowd to hear this.
MAIN_YHX_12_34,"So, to {Male=him;Female=her}, I want to say: I'm doing great. And I'm happy. Everything is just as you hoped it would be. So please, don't worry about me."
MAIN_YHX_12_35,Looking back… I really do miss those days.
MAIN_YHX_12_36,"Startorch Academy is a nice place. I caused my fair share of trouble, but the professors never turned me away from lectures."
MAIN_YHX_12_37,"You saved Lahai-Roi, Aemeath. But you paid for it with your future, and no one even knows..."
MAIN_YHX_12_38,Do you feel lonely?
MAIN_YHX_12_39,Do you feel regret?
MAIN_YHX_12_40,"Maybe a little? But it's fine. Loneliness doesn't kill. Besides, I still have plenty to keep myself busy with!"
MAIN_YHX_12_41,"Of course not. If I hadn't have done what I did, so many people would have died. Besides, saving the world is a pretty nice feeling!"
MAIN_YHX_12_42,I just... I wish I could've been there. At graduation. To hug my friends and wish them all the happiness in the world.
MAIN_YHX_12_43,The Soliskin headed outside! Let's catch up!
MAIN_YHX_12_44,That place above the sword?
MAIN_YHX_12_45,"Yes. A frozen, silent plain, white with endless snow. The place where the Exostrider finally sank into slumber."
MAIN_YHX_12_46,"If it's leaving the campus, it's probably going to the frostlands. Right, we'll need to take the Starward Riseway."
MAIN_YHX_12_47,"You and Aemeath arrive at the Academy auditorium, where a fan meeting is about to begin for the long-lost Academy idol ""Fleet Snowfluff,"" Aemeath's past online alias.
As the Reactor Core activates, Royan runes weave visions of the past. Within them, you witness a younger Aemeath delivering a welcome speech as the student representative."
MAIN_YHX_12171_1,"Yeah, yeah, move the poster a little more… Stop! Too far—"
MAIN_YHX_12171_2,It's about to start! Quit being such a perfectionist!
MAIN_YHX_12171_3,"Wait, just one more adjustment...!"
MAIN_YHX_12172_1,My back is killing me… Stage setup is brutal.
MAIN_YHX_12172_2,I skipped class for this? It's more of a drag than that lecture...
MAIN_YHX_12173_1,We've gotta keep pushing the Snowfluff Seal figurines at this meet!
MAIN_YHX_12173_2,"Next year's fan meeting ain't gonna fund itself. Go, go, go!"
MAIN_YHX_12173_3,LET'S GO!
MAIN_YHX_12173_4,You tell 'em!
MAIN_YHX_12173_5,I WAS BORN FOR THIS!
MAIN_YHX_124_1,Don't go.
MAIN_YHX_124_2,It is. The Voidmatter can't hurt me.
MAIN_YHX_124_3,Don't try to save everyone on your own.
MAIN_YHX_124_4,"No! If you do this, there's no coming back! The Stridergate will shut you out forever!"
MAIN_YHX_124_5,This is the only way
MAIN_YHX_124_6,And we will find each other in the frostlands
MAIN_YHX_124_7,Journey well.
MAIN_YHX_124_8,I hope to make you proud. I hope I haven't let you down.
MAIN_YHX_124_9,This can't be the only way...
MAIN_YHX_124_10,Aemeath!
MAIN_YHX_124_11,"This time, you have to trust me."
MAIN_YHX_124_12,"the loop will close, and Lahai-Roi will survive..."
MAIN_YHX_125_1,(My body... it's breaking apart…)
MAIN_YHX_125_2,(Hah… have to Overclock to get through… should've known it'd be this brutal.)
MAIN_YHX_127_2,"We had our time, short as it was, but it mattered."
MAIN_YHX_127_3,But even family can't stay together forever.
MAIN_YHX_127_4,I've long come to terms with this responsibility.
MAIN_YHX_127_5,But still...
MAIN_YHX_127_6,Wish I didn't have to leave you.
MAIN_YHX_127_8,I don't regret a thing.
MAIN_YHX_127_9,The time to part always comes.
MAIN_YHX_13_1,"When I was a kid, I once hid in the Starward Riseway and made it to the frostlands all by myself."
MAIN_YHX_13_2,Bold even as a child…
MAIN_YHX_13_3,Hee hee.
MAIN_YHX_136_1,"Course Reminder
The Academic Affairs System kindly reminds you that the elective Royan Culture: Historical Metaphors in the Trine Myth will begin shortly. This lecture will be delivered by President Lucilla. Please be mindful of the time and proceed to the lecture hall."
MAIN_YHX_138_1,Told you! There are tons of Fleet Snowfluff fans at the Academy.
MAIN_YHX_138_2,"I just hope the fan meeting goes smoothly, and everyone has fun…"
MAIN_YHX_14_1,Cold?
MAIN_YHX_14_2,I'm fine. What about you?
MAIN_YHX_14_3,"Between you and me, ghosts can't feel the cold."
MAIN_YHX_14_4,The snow... It's so beautiful.
MAIN_YHX_14_5,"What a coincidence to run into you here, {PlayerName}. This is a pleasant surprise."
MAIN_YHX_14_6,"Oh… it's Dr. Luuk. When he's around, just pretend I'm not here. Otherwise, you look like a weirdo talking to thin air."
MAIN_YHX_14_7,You know him?
MAIN_YHX_14_8,"He's the school doctor. All the students know him. I didn't super well, but I do know that he's been in Lahai-Roi for a long time, and… you can trust him."
MAIN_YHX_14_9,You came to the frostlands for the Exostrider?
MAIN_YHX_14_10,I'm headed the same way. I've got to check in on some researchers stationed out here on long-term fieldwork.
MAIN_YHX_14_11,Having a guide might make the trip a little easier. What do you say?
MAIN_YHX_14_12,"Let me help you modify your bike. There are quite a few waterways, and its current setup might not handle them well."
MAIN_YHX_14_13,You know how to modify bikes?
MAIN_YHX_14_14,You pick up a few things when you come here as often as I do.
MAIN_YHX_14_15,"Look at this place, {PlayerName}. Hard to believe it, but years ago, all of this was a lush, green forest."
MAIN_YHX_14_16,"Back then, the Roya were nomads, the true natives of Lahai-Roi, who walked in step with nature itself."
MAIN_YHX_14_17,Was it the Lament that changed it into frostlands?
MAIN_YHX_14_18,"Yes. It triggered a magnetic pole shift. From then on, Lahai-Roi became the new pole."
MAIN_YHX_14_19,The Lament wasn't the only cataclysm stirring back then.
MAIN_YHX_14_20,"In the past, we had already reached the stars. But at some point… the <te href=750035>Etheric Sea</te> spread to cover all of Solaris."
MAIN_YHX_14_21,From that moment on...
MAIN_YHX_14_22,"From that moment on, the universe locked its doors. We couldn't verify whether the sky above us was real or just a reflection."
MAIN_YHX_14_23,Countless spacecraft were lost. Our space exploration programs were abandoned. And space became out of reach.
MAIN_YHX_14_24,"But times have changed. Since its founding, the goal of Startorch Academy has been to use the Exostrider to explore space—whether through the Etheric Sea or the <te href=750036>Stridergate</te>."
MAIN_YHX_14_25,"I understand the Etheric Sea part, but the Stridergate…?"
MAIN_YHX_14_26,You know Lahai-Roi's history. Both the Exostrider and the Threnodian first came to Solaris through the Stridergate.
MAIN_YHX_14_27,"The Academy has its theories, but here are two you might find interesting: <color=YellowD>the Stridergate is a gateway to outer space, and Aleph-1 is a Threnodian alien to Solaris</color>."
MAIN_YHX_14_28,An outer space gateway you say…
MAIN_YHX_14_29,An alien Threnodian…?
MAIN_YHX_14_30,"With a gateway like that, of course we want to open it. But to pass through, we must awaken the Exostrider and be prepared to face Aleph-1 head-on."
MAIN_YHX_14_31,I've long believed that Aleph-1 poses a far greater threat beyond Void Storms and Voidworms.
MAIN_YHX_14_32,"With other Threnodians, we can at least glean clues of their nature from their places of origin and the civilizations they emerge from. But Aleph-1… our knowledge remains blank."
MAIN_YHX_14_33,"So many dream of being the voyager who returns from the stars, the first to walk the cosmos once more. But in all these years, no one has succeeded."
MAIN_YHX_14_34,The <color=RedD>Etheric Sea Phenomenon</color> cast us into isolation. But it also gave birth to all our dreams of what could lie beyond.
MAIN_YHX_14_35,And those dreams… are still alive today.
MAIN_YHX_14_36,"Oh, I used to love riding! My friends even called me the Speed Queen! Though that was usually while they were white-knuckling the seat and screaming. Heh."
MAIN_YHX_14_37,"You should hide too, okay? This is <i>our</i> secret journey."
MAIN_YHX_14_38,"You reach the Roya Frostlands and encounter the Academy doctor, Luuk Herssen. He joins you for part of the journey and reveals that before the Lament, the frostlands were a lush forest. The calamity that triggered a magnetic pole shift also coincided with another event: the Etheric Sea Phenomenon, which engulfed Solaris's sky and cut off any path to outer space.
The Spacetrek Collective was founded to restore space exploration via the Stridergate. But humanity faces another threat in the form of Aleph-1, the alien Threnodian lurking beyond the Stridergate."
MAIN_YHX_142_1,The fan meeting merch made it on time! Thank goodness... Yawn...
MAIN_YHX_142_2,"Go get some rest. You don't want to stay up till the Reaper comes, do you?"
MAIN_YHX_142_3,Impossible! I'm from the Department of Engineering. No one knows pulling all-nighters better than we do...
MAIN_YHX_143_1,"Thinking about how all of us are about to listen to ""Fallen Petals"" live makes me kinda nervous."
MAIN_YHX_143_2,I've met so many friends without even trying just 'cause we all love Fleet Snowfluff. I feel so lucky.
MAIN_YHX_143_3,"Me too! Her music brought you to me, and now our lives get to cross paths..."
MAIN_YHX_144_1,"After scrapping so many drafts, I finally got this poster ready for everyone in the fan meeting to see."
MAIN_YHX_144_2,I hope it helps more people come to love Fleet Snowfluff—just like I did.
MAIN_YHX_145_1,Our next stop is the Starward Riseway. Are you ready?
MAIN_YHX_145_2,Let's go.
MAIN_YHX_145_3,Not yet.
MAIN_YHX_146_1,Huff... Must be around here...
MAIN_YHX_146_2,(Someone's ahead. That voice… I remember hearing it not long ago.)
MAIN_YHX_147_1,"Hold on, Nivora. The retrieval team will arrive soon."
MAIN_YHX_147_2,Okay...
MAIN_YHX_15_1,You've been enrolled for a while now. What are your impressions of Lahai-Roi and Startorch Academy?
MAIN_YHX_15_2,It feels like a more hopeful microcosm of the world. Just… the politics are more complicated than I expected.
MAIN_YHX_15_3,The Spacetrek Collective is made up of people from all over. Balancing everyone's different agendas is just part of the package.
MAIN_YHX_15_4,"I once heard a fun theory from a friend—that its predecessor, the Polar Collective, got its start because of a trick pulled during negotiations in favor of the Roya."
MAIN_YHX_154_1,"There's a collapsed entry point over there, but… it's blocked. Some kind of barrier caused by unstable frequencies."
MAIN_YHX_154_2,The Exostrider sleeps in these frostlands. Void Storm activity can make local frequencies unstable with <te href=750037>fluctuating Voidmatter levels</te>.
MAIN_YHX_154_3,"Oh, taking this opportunity, {PlayerName}, let me grant you access to the <te href=750038>Module Adapter</te>… Hm? It's already unlocked."
MAIN_YHX_154_4,(Hm? That must've been Lucilla.)
MAIN_YHX_154_5,Let's move to an area with a stronger signal so it can be deployed.
MAIN_YHX_155_1,This Module Adapter was developed by Startorch Academy for frostland expeditions. It lets you interact with frequencies disrupted by Voidmatter.
MAIN_YHX_155_2,Give it a try. You'll need it here.
MAIN_YHX_16_1,Dr. Herssen…
MAIN_YHX_16_2,"Just call me Luuk. It has a nicer ring to it, no?"
MAIN_YHX_16_3,Then Luuk... you asked about my feelings on the Academy. What about yours? How long have you been here?
MAIN_YHX_16_4,"About twenty years. I was a traveler before that, seeing what Solaris had to offer. But then a friend asked me to come to Lahai-Roi. To keep an eye on things here for {Male=him;Female=her}."
MAIN_YHX_16_5,"The students make it easy. Watching them find their way is its own reward. They enjoy talking, and I enjoy listening. The work suits me well."
MAIN_YHX_17_1,"You see that? Ancient life forms, frozen right into the ice walls."
MAIN_YHX_17_2,"Millennia, frozen in a single moment. Preserved so perfectly you can almost see what they used to be."
MAIN_YHX_17_3,"To be stuck like this forever… Kinda miserable, don't you think?"
MAIN_YHX_18_1,Hm? Y-you are the one who was talking to yourself in class…
MAIN_YHX_18_2,Whoopsies...
MAIN_YHX_18_3,"Oh, and Dr. Herssen! You are... traveling together? Did the Academy greenlight a new field trip?"
MAIN_YHX_18_4,"Just my routine checks on the field researchers. {PlayerName} here has their own business to attend to, but we're headed the same way."
MAIN_YHX_18_5,"What about you, Ms. Nivora? Chasing more fallen debris?"
MAIN_YHX_18_6,Yes! Exactly. I-I heard the frostlands have been experiencing changes since Helios was launched. I had a hypothesis that new debris fields might have been exposed!
MAIN_YHX_18_7,Debris?
MAIN_YHX_18_8,"Space equipment that fell from the sky long ago! Probes, satellites, and even space stations!"
MAIN_YHX_18_9,Some previous digs unearthed wreckage containing records lost during the Lament.
MAIN_YHX_18_10,"Oh, and images! Photos taken in orbit of other planets! They were absolutely, breathtakingly beautiful!!"
MAIN_YHX_18_11,"Huff... Huff. Oh, sorry, I-I got carried away..."
MAIN_YHX_18_12,It's okay. Passion is a good thing.
MAIN_YHX_18_13,"Hey, I'm into those things too."
MAIN_YHX_18_14,"Thank you… Sometimes, I'll just start info-dumping... I know it's not the best."
MAIN_YHX_18_15,Really?! That's great! I'll... I'll show you the data I've collected next time we're in class!
MAIN_YHX_18_16,The universe… What secrets is it hiding beyond all those infinite stars?
MAIN_YHX_18_17,I really want to know.
MAIN_YHX_18_18,"Anyway, in short, I came here for the fallen debris."
MAIN_YHX_18_19,The data on the instrument shows there's a high chance that close by… Huh?
MAIN_YHX_18_20,Run!
MAIN_YHX_18_21,"While advancing through an ice cave, you encounter the teaching assistant, Nivora, whom you met earlier in class. The Royan student is searching intently for fallen debris—space stations and satellites that plummeted long ago when the Etheric Sea sealed off the sky.
However, when she retrieves an instrument from the ice sheet, the wall collapses unexpectedly, forcing your party to flee deeper into the cavern."
MAIN_YHX_2_1,"Now, we reach the second epoch of the Royan Trine Myth, the Sacred Reactor Epoch."
MAIN_YHX_2_2,"After Baldur, the Sun's incarnation, had sealed the foreign divinity Hvedrungr, the frostlands fell into an endless dream… Assistant Nivora, would you continue?"
MAIN_YHX_2_3,O-okay. T-this section...  it describes how the Exostrider used its greatsword to seal the Threnodian behind the <te href=750036>Stridergate</te>.
MAIN_YHX_2_4,The records say both the Exostrider and the Threnodian travelled through the Stridergate to reach Lahai-Roi. Their battle was fierce.
MAIN_YHX_2_5,The Threnodian pushed the Exostrider to the brink of defeat.
MAIN_YHX_2_6,"But at that moment, for reasons unknown, the Exostrider's Reactor Drive flared with blinding light—"
MAIN_YHX_2_7,"Hi, nice to meet you. I'm Aemeath from Rabelle College, same as you."
MAIN_YHX_2_8,First time seeing you in class. Trying to collect credits from all four departments? That's ambitious. Welcome to the academic quagmire.
MAIN_YHX_2_9,Aemeath?! I've been looking for you.
MAIN_YHX_2_10,Thank me?
MAIN_YHX_2_11,"The day the Eye of the Threnodian appeared, you drove it back and saved me."
MAIN_YHX_2_12,"Did I? …Sorry, I don't remember that."
MAIN_YHX_2_13,(She doesn't sound like she's lying. Then how...)
MAIN_YHX_2_14,A Synchronist… {PlayerName}… Hahaha!
MAIN_YHX_2_15,What's so funny?
MAIN_YHX_2_16,"Oh, don't mind me. I'm just not used to seeing you like this."
MAIN_YHX_2_17,"I mean, look at you. Something's missing, though... Oh, I know, a uniform!"
MAIN_YHX_2_18,The Academy still hasn't issued you one? They're painfully slow sometimes.
MAIN_YHX_2_19,Aemeath?
MAIN_YHX_2_20,I have to go.
MAIN_YHX_2_21,"Gotta run, Professor!"
MAIN_YHX_2_22,"{PlayerName}, let's try to channel that enthusiasm into listening. Do come see me in my office after class, okay?"
MAIN_YHX_2_23,"Assistant Nivora, if you would? Pick up from the Twilight Epoch's Unending Winter, please."
MAIN_YHX_2_24,"Sigrika, could you come to the library with me?"
MAIN_YHX_2_25,Okay. Hey... Did you notice the new student? The one who kept talking to {Male=himself;Female=herself} during class.
MAIN_YHX_2_26,Hmm—
MAIN_YHX_2_27,"{PlayerName}. Something happened during class, didn't it?"
MAIN_YHX_2_28,(Tell her about Aemeath.)
MAIN_YHX_2_29,…So a girl named Aemeath just got up and left the lecture hall?
MAIN_YHX_2_30,After all... You were the only one who saw her.
MAIN_YHX_2_31,"President Lucilla, what do you know about her?"
MAIN_YHX_2_32,"Stay at Rabelle College long enough, and you'll eventually hear her name mentioned. Though it's a story from over a decade ago now."
MAIN_YHX_2_33,Aemeath was a Synchronist. Brilliant. Popular. Professors had high hopes for her.
MAIN_YHX_2_34,"Then, during a piloting drill, she simply vanished."
MAIN_YHX_2_35,"She climbed into a simulator with the others. But when the cockpit reopened, hers was empty."
MAIN_YHX_2_36,Intrigued? Want to go find her?
MAIN_YHX_2_37,I am indeed intrigued.
MAIN_YHX_2_38,She saved me once.
MAIN_YHX_2_39,Of course. You're exactly the type to get pulled into Aemeath's story.
MAIN_YHX_2_40,"She saved you? Heh, seems the mysteries around that girl are still multiplying."
MAIN_YHX_2_41,She disappeared from the Synchrolink Training Grounds. The very cockpit she vanished from is still there.
MAIN_YHX_2_42,"The Academy turned it inside out at the time and found nothing. But if you're interested, go take a look."
MAIN_YHX_2_43,I expect you'll dig up some new surprises for us.
MAIN_YHX_2_44,—And it found the strength to raise its sword and seal the Threnodian away. Lahai-Roi was saved. What a relief!
MAIN_YHX_2_45,I never got the chance to thank you.
MAIN_YHX_2_46,Heh. I never expected to hear that name again. Certainly not like this.
MAIN_YHX_2_47,"Perhaps you've just had a run-in with a ""ghost""?"
MAIN_YHX_2_48,"To see someone who vanished years ago, presumed dead, lingering around the Academy. A figment of your imagination, or is there more to it? I'm very curious to find out."
MAIN_YHX_2_49,"During a Royan history lecture, you see the girl you glimpsed upon arriving in Lahai-Roi. She introduces herself as ""Aemeath,"" but claims to have no memory of your previous encounter.
She suddenly excuses herself in the middle of your conversation. Afterward, the lecturer, President Lucilla, reveals that you were the only one who saw this ""ghost."" To uncover the truth, you head to the simulator cockpit where Aemeath disappeared years ago."
MAIN_YHX_20_1,I knew it! There had to have been undiscovered debris in this area!
MAIN_YHX_20_2,It must've been sealed in the ice wall all this time.
MAIN_YHX_20_3,"Luuk, Nivora. You alright?"
MAIN_YHX_20_4,"Oh, I'm good! Perks of being a ghost, y'know."
MAIN_YHX_20_5,Ah! I'm so sorry... It's my fault for putting everyone in danger.
MAIN_YHX_20_6,"The collapse was an accident. We're all okay, so don't blame yourself."
MAIN_YHX_20_7,But the way we came in is completely blocked.
MAIN_YHX_20_8,"Scaling that ice wall… It's too high, too risky. I'd rather not have a student on that climb."
MAIN_YHX_20_9,"I've contacted the Academy. They're sending a rescue team. Once Nivora's safely returned, we'll set out again."
MAIN_YHX_20_10,Mmm...
MAIN_YHX_20_11,"Hey, little guy here says our next stop is deep in the ice. There's a path at the bottom of the station. Wanna check it out?"
MAIN_YHX_20_12,"What about waiting inside the station? It's freezing out here, and another collapse is possible. It's safer to wait for the rescue team indoors."
MAIN_YHX_20_13,I-I agree! I want to see what's inside too...
MAIN_YHX_20_14,"With {PlayerName} on the team, a quick recon should be manageable. Up to you."
MAIN_YHX_20_15,"Hey, question. Before you came to Lahai-Roi, did you do this kind of thing a lot?"
MAIN_YHX_20_16,What do you mean?
MAIN_YHX_20_17,"Like traveling with a crew, seeing the sights, stumbling into trouble, then going your separate ways."
MAIN_YHX_20_18,"Like a classic road trip movie, you know?"
MAIN_YHX_20_19,"Yeah, pretty much like that."
MAIN_YHX_20_20,"Usually more dangerous, though."
MAIN_YHX_20_21,Nice. I happen to love those.
MAIN_YHX_20_22,"Oh, so more big-budget action? I can see that. Solaris is crazy."
MAIN_YHX_20_23,"Looks like this time I get a co-starring role. Amazing. Let's keep going, study buddy."
MAIN_YHX_20_24,"Passing through fractured ice sheets, you come before a colossal, half-frozen wreck of a fallen space station.
To avoid another collapse and investigate a deeper path Aemeath mentioned, the party decides to enter the space station."
MAIN_YHX_21_1,"It's kinda sad though, having to pick through fallen debris to advance our own tech."
MAIN_YHX_21_2,It just shows... how much we truly lost in the Lament.
MAIN_YHX_22_1,"Compared to other debris fields, this station is in much better shape."
MAIN_YHX_22_2,It's… amazing…
MAIN_YHX_3_2,(Soliskin? What could they be doing here?)
MAIN_YHX_4_1,(That Soliskin... It's headed straight for the Synchrolink Training Grounds.)
MAIN_YHX_43_1,Huh?
MAIN_YHX_43_2,Ugh! That hurts...
MAIN_YHX_43_3,Nivora!
MAIN_YHX_43_4,"Everything here has already been contaminated, including... that."
MAIN_YHX_43_5,"From a doctor's perspective, the only healing left for what this man has become... is release."
MAIN_YHX_43_6,Voidmatter saturation is critical! The SkyArk System is going into failure. I'm going in to try to stabilize it!
MAIN_YHX_43_7,"Exploring the depths of the space station, you encounter an astronaut curled up in the darkness. He has long since been contaminated by Voidmatter and transformed into a monster."
MAIN_YHX_44_1,We... fell from the stars...
MAIN_YHX_45_1,Danger... Leave... This place...
MAIN_YHX_46_1,Ugh... Ah...
MAIN_YHX_46_2,"{PlayerName}, I'll check her injuries. Will you patrol the area to make sure there are no more threats?"
MAIN_YHX_46_3,Got it. You go check on her.
MAIN_YHX_46_4,(What's that...?)
MAIN_YHX_46_5,The SkyArk System is stabilizing. Look! A log entry. Clemente. That must've been... the astronaut's name.
MAIN_YHX_46_6,"After he woke from his sleep pod many years ago, he initiated a lockdown that sealed in this entire wrecked sector, including himself."
MAIN_YHX_46_7,The Void Storm had ripped through this sector. He must've been contaminated the moment his pod opened.
MAIN_YHX_46_8,"That command was a failsafe. He knew he was going to lose his mind, so he wanted to stop himself from reaching the upper decks and hurting anyone..."
MAIN_YHX_46_9,"Tragic thing is, the <te href=750039>station</te> had already been down for years. There was no one left up there to save."
MAIN_YHX_46_10,I think he already knew.
MAIN_YHX_46_11,Maybe he didn't know.
MAIN_YHX_46_12,"Even if his friends were gone, he might have thought of future explorers. Someone kind to children would've wanted to protect the innocent."
MAIN_YHX_46_13,To wake from one long dream only to fall into a deeper nightmare... Maybe it would've been kinder to never wake up at all.
MAIN_YHX_46_14,There was nothing human left in him. But sealing himself away... that choice had to come from the man he once was.
MAIN_YHX_46_15,I guess losing yourself in a dream where everyone's still alive is its own kind of comfort. It's not like... you can change reality.
MAIN_YHX_46_16,(This file... It looks like a recording...)
MAIN_YHX_46_17,"You defeat this nameless astronaut, but Nivora is injured in the encounter. While checking the surroundings, you discover a video recording inside a console."
MAIN_YHX_47_1,Professor! Solaris's magnetic poles are shifting!
MAIN_YHX_47_2,...Professor?
MAIN_YHX_47_3,Look.
MAIN_YHX_47_4,Someone's falling straight from the Etheric Sea!
MAIN_YHX_48_1,(Was that... me in that recording?)
MAIN_YHX_48_2,"(That had to have been the station's final moments, when the ""<te href=750035>Etheric Sea</te> Phenomenon"" suddenly spread and engulfed all of Solaris, like Luuk said.)"
MAIN_YHX_48_3,(Did I really fall from the Etheric Sea? Or what lay beyond it? Junxi did say the droplets could act as some kind of gateway.)
MAIN_YHX_48_4,"(Back then, could I have...)"
MAIN_YHX_48_5,Aemeath?
MAIN_YHX_48_6,Hm? What's up?
MAIN_YHX_48_7,You look unhappy.
MAIN_YHX_48_8,Are you angry about something?
MAIN_YHX_48_9,Haha! Not at all.
MAIN_YHX_48_10,"I'm fine, {PlayerName}."
MAIN_YHX_48_11,I'd recommend you keep this private. Don't leave the recording for the Academy's teams to find.
